鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
安平區,51.73,19,住宅大樓,363.19,3,2,3,有,31000000,95994,34.71,有
安平區,119.77,19,住宅大樓,820.44,3,2,4,有,88880000,121010,34.71,有
安平區,13.91,14,住宅大樓,123.01,3,1,1,有,7200000,58532,,有
安平區,24.12,6,華夏,138.19,4,2,2,有,6980000,50510,,有
安平區,10.11,12,住宅大樓,110.88,3,2,1,有,5000000,45094,,有
安平區,83,5,透天厝,242,3,2,3,有,13970000,57727,,無
北區,62.42,21,住宅大樓,355.86,4,2,3,有,26500000,74467,37.73,有
北區,61.05,21,住宅大樓,358.26,3,2,3,有,26880000,75030,37.73,有
安平區,87,3,透天厝,170.25,6,2,3,無,10160000,59677,,無
中西區,27.39,9,華夏,100.94,3,2,1,有,4200000,41607,,有
安平區,30.8,7,華夏,158.63,3,2,2,有,7550000,47594,,有
北區,106.22,5,透天厝,299.68,4,2,4,無,16000000,53390,,無
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,14800000,71838,29.25,有
安平區,26.05,24,住宅大樓,215.53,3,2,2,有,14060000,68443,26.91,有
安平區,42.59,27,住宅大樓,297.33,4,2,4,有,15900000,53476,36.01,有
安平區,26.68,24,住宅大樓,220.73,3,2,2,有,14530000,69032,26.91,有
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,14940000,70634,29.25,有
安平區,31.89,24,住宅大樓,262.19,4,2,2,有,18500000,74054,29.25,有
北區,218.78,3,透天厝,376.89,6,3,5,有,19880000,52747,,無
安平區,47.91,21,住宅大樓,325.65,3,2,3,有,21790000,72347,30.89,有
安平區,47.08,21,住宅大樓,320.75,3,2,3,有,21600000,72983,30.89,有
安平區,47.22,21,住宅大樓,321.63,3,2,3,有,23040000,77891,30.89,有
安平區,47.77,21,住宅大樓,324.76,3,2,3,有,23250000,78523,30.89,有
安平區,47.22,21,住宅大樓,321.63,3,2,3,有,25510000,87396,30.89,有
安平區,47.77,21,住宅大樓,324.76,3,2,3,有,26120000,88676,30.89,有
北區,56,,,,,,,無,2450000,43750,,
中西區,66.12,,,,,,,無,2889000,43693,,
中西區,31.6,5,公寓,136.14,3,2,2,無,5300000,38930,,無
安平區,18.71,17,住宅大樓,194.3,3,2,2,有,7800000,40143,,有
中西區,23.24,20,住宅大樓,209.96,3,2,2,有,15800000,75254,30.35,有
中西區,78,2,透天厝,119.81,4,2,2,無,7500000,62599,,無
安平區,101.98,4,透天厝,230.2,4,3,4,無,18800000,81668,,無
安平區,9.59,24,住宅大樓,145.62,2,2,2,有,6000000,36395,,有
北區,32.04,13,住宅大樓,143.9,3,2,2,有,7300000,50731,,有
北區,37.72,9,華夏,203.34,3,2,2,有,11800000,67425,34.19,有
北區,34.63,9,華夏,169.97,3,2,2,有,10000000,63706,34.19,有
北區,38,9,華夏,204.16,3,2,2,有,12200000,69966,34.19,有
安平區,5.65,7,華夏,47.81,,,,有,880000,18405,,有
中西區,7.36,13,住宅大樓,76.81,3,1,2,有,4168000,54264,,有
北區,37.72,9,華夏,203.31,3,2,2,有,12100000,70036,34.19,有
安平區,51.5,,透天厝,,4,2,5,無,8000000,53238,,
中西區,23.24,20,住宅大樓,211.6,3,2,2,有,19780000,102334,31.99,有
北區,38,9,華夏,204.16,3,2,2,有,11800000,67020,34.19,有
安平區,22.6,6,華夏,121.52,3,2,2,有,5150000,42379,,有
中西區,4.11,18,住宅大樓,43.13,1,0,1,有,2350000,54481,,有
中西區,88.96,3,透天厝,327.16,10,4,7,無,26000000,79472,,無
北區,101.21,4,透天厝,265.19,6,3,5,無,26000000,98043,,無
中西區,20.34,5,華夏,81.08,2,2,2,無,4930000,60805,,有
中西區,93.81,3,透天厝,201.95,5,2,2,無,13000000,64372,,無
北區,17.08,23,住宅大樓,196.44,4,2,2,有,10700000,54470,39.31,有
中西區,163.24,2,透天厝,247.07,3,2,4,無,16500000,66783,,無
安平區,24.28,8,華夏,159.19,3,2,2,有,8160000,51259,,有
中西區,,3,透天厝,129.17,2,1,1,無,150000,1161,,無
北區,13.69,14,住宅大樓,116.52,3,2,2,有,4500000,38621,,有
安平區,13.92,6,華夏,76.42,2,2,2,有,4000000,52339,,有
安平區,82.87,4,透天厝,201.39,4,3,3,無,16050000,79696,,無
中西區,17.28,,,,,,,無,1450000,83896,,
安平區,33.29,24,住宅大樓,383.66,3,2,3,有,25330000,68069,21.93,有
北區,115.21,4,透天厝,341.23,8,2,5,無,14100000,41321,,無
北區,70,2,透天厝,80.38,5,2,3,無,5000000,62205,,無
安平區,6.99,14,住宅大樓,72.74,2,1,1,有,4450000,61176,,有
北區,60,2,透天厝,77.54,4,2,5,無,8500000,109621,,無
北區,37.72,9,華夏,203.31,3,2,2,有,12100000,68554,34.19,有
中西區,31,2,透天厝,39.28,3,1,1,無,3700000,94196,,無
安平區,21.75,24,住宅大樓,267.94,3,2,2,有,19390000,74275,25.06,有
安平區,22.99,24,住宅大樓,287.41,3,2,2,有,20950000,74574,24.58,有
安平區,25.17,24,住宅大樓,313.48,3,2,3,有,24930000,81408,25.06,有
安平區,8.53,26,住宅大樓,115.36,2,1,1,有,7080000,61372,30.66,有
安平區,28.32,7,華夏,147.89,3,2,2,有,5900000,39894,,有
北區,52,2,透天厝,75.64,3,2,2,無,3500000,46272,,無
安平區,169,2,透天厝,192.9,7,3,4,無,20200000,104717,,無
安平區,23.62,24,住宅大樓,293.84,3,2,2,有,18580000,63547,25.06,有
安平區,23.31,24,住宅大樓,287.88,,,,有,17400000,60497,25.06,有
中西區,106.3,3,透天厝,291.65,7,0,6,無,29500000,101149,,無
北區,4.45,,住宅大樓,,3,2,2,有,3440000,54497,,
安平區,3.44,9,華夏,27.28,1,0,1,有,1500000,54982,,有
中西區,37.02,24,住宅大樓,424.43,4,2,4,有,29010000,80653,44.77,有
中西區,5.56,5,華夏,25.11,2,0,2,有,2200000,87623,,有
北區,16.45,,,,,,,無,939506,57126,,
中西區,65.98,4,透天厝,116.35,6,1,4,無,11000000,94542,,無
安平區,25.39,29,住宅大樓,281.19,3,2,3,有,16830000,62125,26.34,有
北區,157,,,,,,,無,10880000,69299,,
中西區,48.64,,,,,,,無,6600000,135691,,
安平區,52.39,23,住宅大樓,389.01,5,2,3,有,29000000,82416,33.13,有
北區,72.4,3,透天厝,153.7,6,2,4,無,10000000,65062,,無
北區,74,2,透天厝,91.62,5,2,3,無,6400000,69854,,無
安平區,37.49,24,住宅大樓,312.67,4,2,3,有,20480000,70741,29.25,有
中西區,32.83,14,住宅大樓,284.98,2,2,2,有,14400000,50529,,有
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,15160000,71253,29.25,有
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,15440000,73213,29.25,有
安平區,37.28,24,住宅大樓,310.33,4,2,3,有,20930000,72117,29.25,有
安平區,26.68,24,住宅大樓,219.41,3,2,2,有,15140000,72675,26.91,有
安平區,37.49,24,住宅大樓,312.67,4,2,3,有,21020000,72866,29.25,有
北區,26.26,,,,,,,無,1986000,75631,,
北區,2.7,14,住宅大樓,30.73,1,0,1,有,1200000,39047,,有
中西區,2395.67,,,,,,,無,128632475,53694,,
北區,7.32,24,住宅大樓,105.15,2,1,1,有,6100000,58013,21.1,有
北區,45.68,10,華夏,177.91,4,2,2,有,11300000,63517,18.57,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,14500000,70248,29.25,有
北區,166.4,5,透天厝,429.69,6,2,6,無,43000000,100072,,無
安平區,7.31,27,住宅大樓,85.78,2,2,1,有,5350000,62370,,有
安平區,21.61,7,華夏,113.84,3,2,2,無,4500000,39530,,有
安平區,80.04,4,透天厝,220.54,4,2,3,有,16200000,73456,,無
中西區,3.62,9,華夏,29.15,1,1,1,有,820000,28126,,有
安平區,8.54,23,住宅大樓,100.11,2,1,1,有,7550000,75415,28.37,有
北區,26.94,5,公寓,98.44,5,2,2,無,4650000,47237,,無
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,16110000,78783,29.25,有
安平區,6.14,6,華夏,31.15,1,0,1,有,1800000,57776,,有
安平區,11.12,18,住宅大樓,136.2,3,2,2,有,6660000,49887,27.75,有
安平區,8.1,18,住宅大樓,92.54,2,2,1,有,4600000,49157,11.17,有
安平區,10.76,18,住宅大樓,119.62,3,2,2,有,6540000,54773,11.17,有
安平區,8.31,18,住宅大樓,94.2,2,2,1,有,4740000,48660,11.17,有
安平區,8.46,18,住宅大樓,109.11,2,2,1,有,5380000,50761,27.75,有
安平區,8.06,18,住宅大樓,91.85,2,2,1,有,5180000,56769,11.17,有
安平區,8.21,18,住宅大樓,92.81,2,2,1,有,5030000,53652,11.17,有
安平區,8.42,18,住宅大樓,108.43,2,2,1,有,5550000,53299,27.75,有
安平區,8.06,18,住宅大樓,91.85,2,2,1,有,5150000,56397,11.17,有
安平區,8.28,18,住宅大樓,94.73,2,2,1,有,4750000,50263,11.17,有
中西區,5.32,20,住宅大樓,63.3,1,1,1,有,3200000,50551,,有
安平區,7.99,18,住宅大樓,83.56,2,2,1,有,4340000,51941,,有
安平區,8.67,18,住宅大樓,111.31,2,2,1,有,5500000,50862,27.75,有
北區,10.52,14,住宅大樓,91.16,1,1,1,有,5500000,60337,,有
安平區,8.35,18,住宅大樓,94.5,2,2,1,有,5000000,53402,11.17,有
安平區,8.7,18,住宅大樓,111.08,2,2,1,有,4950000,49682,27.75,有
北區,107.41,2,透天厝,146.14,4,1,2,無,10000000,68428,,無
安平區,8.46,18,住宅大樓,95.94,2,2,1,有,4830000,49308,11.17,有
安平區,8.7,18,住宅大樓,113.81,2,2,1,有,5030000,47101,30.37,有
安平區,8.35,18,住宅大樓,94.61,2,2,1,有,4830000,51294,11.17,有
安平區,11.8,18,住宅大樓,142.87,3,2,2,有,7700000,56461,27.75,有
安平區,11.26,18,住宅大樓,137.97,3,2,2,有,7400000,56249,27.75,有
北區,11.15,24,住宅大樓,156.01,3,2,2,有,8350000,53523,32.55,有
安平區,42.88,24,住宅大樓,497.26,3,2,4,有,42980000,90714,21.93,有
安平區,1.38,,,,,,,有,1100000,50160,,
安平區,8.1,18,住宅大樓,84.52,2,2,1,有,4300000,50875,,有
安平區,8.35,18,住宅大樓,94.66,2,2,1,有,5230000,55456,11.17,有
安平區,8.03,18,住宅大樓,90.87,2,2,1,有,4460000,49060,11.17,有
安平區,8.1,18,住宅大樓,84.45,2,2,1,有,4450000,52694,,有
北區,428.09,,,,,,,無,17075723,39888,,
安平區,8.74,18,住宅大樓,117.89,2,2,1,有,5900000,54397,33.33,有
安平區,8.24,18,住宅大樓,94.32,2,2,1,有,4710000,50033,11.17,有
安平區,8.24,18,住宅大樓,94.32,2,2,1,有,5000000,53520,11.17,有
安平區,8.81,18,住宅大樓,112.59,2,2,1,有,5270000,47971,27.75,有
北區,20.75,,,,,,,無,532611,25668,,
北區,119.26,,,,,,,無,5779919,48463,,
安平區,8.86,20,住宅大樓,115.62,2,2,1,有,6350000,60061,26.54,有
安平區,179,,,,,,,無,20300000,113408,,
安平區,10.63,10,華夏,99.74,3,2,2,有,3500000,35091,,有
北區,49,2,透天厝,65.03,5,2,2,無,4000000,61510,,無
安平區,16.02,7,華夏,95.93,3,1,1,有,4800000,43781,,有
北區,150,4,透天厝,395.31,6,2,5,有,19500000,49328,,無
中西區,3.17,,,,,,,有,1400000,56452,,
安平區,8.49,18,住宅大樓,96.32,2,2,1,有,5080000,52027,11.17,有
安平區,8.49,18,住宅大樓,96.32,2,2,1,有,5150000,52849,11.17,有
安平區,8.85,18,住宅大樓,112.9,2,2,1,有,5550000,51088,27.75,有
中西區,21.37,5,公寓,91.34,3,2,1,無,3220000,35251,,無
中西區,159.7,,,,,,,無,6582642,41218,,
安平區,1184,,,,,,,無,121770000,102846,,
安平區,32.06,,透天厝,,2,2,3,無,2100000,49493,,
安平區,16.56,14,住宅大樓,156.34,3,2,2,有,5300000,33901,,有
北區,76.37,4,透天厝,209.62,5,2,4,無,9000000,42935,,無
中西區,8.79,,,,,,,無,640000,72851,,
北區,48.31,8,華夏,233.91,5,2,2,有,8500000,36338,,有
中西區,4.11,18,住宅大樓,66.71,1,0,1,有,2100000,31480,,有
安平區,8.13,11,住宅大樓,94.31,3,2,2,有,6000000,63618,,有
安平區,6.73,6,華夏,36.76,1,1,1,有,2000000,54411,,有
北區,14.95,9,華夏,82.94,2,2,1,有,6070000,73188,,有
北區,120.75,3,透天厝,244.36,6,2,7,無,14200000,58111,,無
北區,30.43,14,住宅大樓,170.44,4,2,2,有,12870000,73719,16.61,有
北區,28.32,14,住宅大樓,159.74,4,2,2,有,11700000,71262,16.61,有
北區,28.32,14,住宅大樓,159.74,4,2,2,有,11860000,72520,16.61,有
北區,24.77,14,住宅大樓,141.67,3,2,2,有,10190000,69887,16.61,有
北區,26.85,14,住宅大樓,152.36,3,2,2,有,10880000,69095,16.61,有
北區,26.85,14,住宅大樓,152.36,3,2,2,有,11080000,70716,16.61,有
北區,26.85,14,住宅大樓,152.36,3,2,2,有,11220000,71895,16.61,有
中西區,99.82,4,透天厝,217.24,4,3,5,無,13800000,63524,,無
北區,109.16,4,透天厝,235.19,5,2,4,無,16800000,71432,,無
安平區,78.26,23,住宅大樓,519.29,4,2,2,有,33000000,72208,33.13,有
北區,45,2,透天厝,55.28,3,1,2,無,1442700,26098,,無
安平區,20.51,6,華夏,98.04,3,1,2,無,4000000,40801,,有
安平區,61.12,4,公寓,109.97,3,1,2,無,2700000,24551,,無
北區,135.91,3,透天厝,292.43,7,2,6,無,22800000,77967,,無
中西區,47.06,5,公寓,165.63,3,2,2,無,10500000,63394,,無
北區,75,3,透天厝,122.68,7,1,8,無,9000000,73362,,無
中西區,99,4,透天厝,206.16,5,6,2,無,15000000,72759,,無
安平區,51.54,19,住宅大樓,362.46,3,2,3,有,34300000,107493,34.71,有
中西區,316.01,3,透天厝,252.84,5,2,2,無,62120000,245689,,無
安平區,23.92,7,華夏,128.74,3,2,2,有,5320000,41322,,有
安平區,41.47,6,華夏,219.1,3,2,3,無,6400000,29210,,有
安平區,11.8,18,住宅大樓,142.73,3,2,2,有,7500000,54790,27.75,有
北區,31.46,24,住宅大樓,320.81,3,1,3,有,31000000,96630,27.48,有
安平區,11.26,18,住宅大樓,137.97,3,2,2,有,7200000,54435,27.75,有
安平區,7.75,18,住宅大樓,81.34,2,2,1,有,4470000,54952,,有
安平區,7.67,18,住宅大樓,79.7,2,2,1,有,5200000,65245,,有
北區,37.72,9,華夏,203.34,3,2,2,有,12150000,68537,34.19,有
安平區,70,5,透天厝,208.13,5,3,6,無,13300000,63902,,無
北區,12.95,,,,,,,無,120000,9266,,
北區,34.63,9,華夏,169.97,3,2,2,有,10660000,68935,34.19,有
安平區,20.85,29,住宅大樓,230.42,3,2,2,有,15000000,64709,24.11,有
北區,70,3,透天厝,172.93,4,2,3,無,9700000,56092,,無
中西區,9.81,8,華夏,56.31,2,2,1,有,2650000,47062,,有
北區,9.01,5,公寓,30.41,1,0,1,有,1350000,44387,,無
安平區,8.31,18,住宅大樓,94.21,2,1,1,有,5550000,58914,11.17,有
安平區,11.8,18,住宅大樓,142.73,3,2,2,有,7500000,54355,27.75,有
安平區,29,23,住宅大樓,287.29,3,2,3,有,22500000,82210,26.49,有
北區,,8,華夏,29.23,1,0,1,有,1010000,34557,,有
安平區,11.8,18,住宅大樓,142.73,3,2,2,有,7500000,54355,27.75,有
安平區,8.38,18,住宅大樓,95.04,2,2,1,有,5200000,54247,11.17,有
安平區,8.1,18,住宅大樓,92.52,2,2,1,有,5000000,54700,11.17,有
安平區,7.85,18,住宅大樓,81.68,2,2,1,有,4150000,50809,,有
安平區,8.67,18,住宅大樓,98.16,2,2,1,有,5210000,53568,11.17,有
安平區,8.46,18,住宅大樓,96.01,2,2,1,有,4380000,45260,11.17,有
安平區,8.35,18,住宅大樓,94.61,2,2,1,有,4700000,49137,11.17,有
安平區,8.21,18,住宅大樓,92.85,2,2,1,有,4980000,54238,11.17,有
安平區,7.67,18,住宅大樓,79.7,2,2,1,有,4420000,55458,,有
安平區,8.31,18,住宅大樓,94.21,2,2,1,有,4800000,49978,11.17,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,16440000,80003,29.25,有
安平區,26.51,24,住宅大樓,220.52,3,2,2,有,16100000,78199,31.9,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,15550000,75814,29.25,有
安平區,31.89,24,住宅大樓,262.19,4,2,2,有,18020000,71994,29.25,有
安平區,37.28,24,住宅大樓,310.33,4,2,3,有,21160000,73022,29.25,有
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,15040000,71150,29.25,有
北區,4.53,12,住宅大樓,46.97,1,1,1,無,1900000,40449,,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,16510000,80374,29.25,有
安平區,26.05,24,住宅大樓,213.59,3,2,2,有,14520000,71619,26.91,有
安平區,31.89,24,住宅大樓,262.19,4,2,2,有,18270000,73067,29.25,有
安平區,37.49,24,住宅大樓,312.67,4,2,3,有,23550000,81246,29.25,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,15850000,77405,29.25,有
安平區,37.28,24,住宅大樓,310.33,4,2,3,有,21990000,76287,29.25,有
安平區,31.89,24,住宅大樓,262.19,4,2,2,有,18610000,74527,29.25,有
安平區,19.69,14,住宅大樓,183.1,4,2,2,有,9500000,51884,,有
安平區,6.14,21,住宅大樓,69.25,2,1,1,有,2400000,34658,,有
安平區,12.79,14,住宅大樓,123.7,2,1,1,有,3000000,24253,,有
北區,157.94,5,透天厝,406.88,6,2,6,無,39800000,97818,,無
中西區,27.15,13,住宅大樓,183.23,4,2,2,有,12000000,65492,26.65,有
安平區,47.77,21,住宅大樓,324.76,3,2,3,有,28800000,98867,30.89,有
中西區,20,5,公寓,78.93,2,2,1,無,2250000,28508,,無
中西區,26.48,25,住宅大樓,277.19,3,2,3,有,23030000,869705,33.8,有
北區,100.78,4,透天厝,226.21,4,2,3,有,11500000,50837,,無
北區,79.48,2,透天厝,94.54,3,2,2,無,4600000,48657,,無
北區,34.6,,,,,,,無,2925430,84550,,
安平區,11.48,27,住宅大樓,154.67,3,2,2,有,8020000,51854,,有
北區,12.41,19,住宅大樓,158.18,3,2,2,有,8880000,58379,24.91,有
中西區,8.64,,,,,,,無,780000,90260,,
北區,315.37,,,,,,,無,13691158,43413,,
北區,142.52,,,,,,,無,6187220,43413,,
北區,14.56,14,住宅大樓,94,2,2,1,有,7000000,74470,,有
北區,5.92,25,住宅大樓,77.69,3,2,2,有,5600000,72084,,有
安平區,8.35,18,住宅大樓,94.66,2,2,1,有,4850000,50305,11.17,有
北區,31.38,11,住宅大樓,145.28,3,1,2,有,7000000,48181,,有
安平區,8.38,18,住宅大樓,87.47,2,2,1,有,4600000,52591,,有
北區,,5,公寓,62.62,1,1,1,無,700000,11178,,無
安平區,6.91,6,華夏,35.15,1,0,1,有,2160000,61445,,有
安平區,2.51,12,住宅大樓,29.28,1,0,1,有,1750000,59775,,有
中西區,75.61,,,,,,,無,4060000,53697,,
北區,5.46,12,住宅大樓,56.92,1,1,1,有,1800000,31623,,有
北區,80,3,透天厝,136.1,8,0,8,無,10380000,76267,,無
中西區,15.37,,,,,,,無,1000000,65048,,
中西區,62.62,,,,,,,無,1750000,27948,,
中西區,82.5,3,透天厝,161.33,5,3,3,無,9300000,57646,,無
安平區,42.88,24,住宅大樓,500.35,3,2,4,有,39890000,82579,25.03,有
安平區,143.62,5,透天厝,393.86,5,2,6,無,32100000,81501,,無
北區,34.35,9,華夏,169.15,3,2,2,有,11000000,71500,34.19,有
北區,34.35,9,華夏,169.15,3,2,2,有,10650000,68907,34.19,有
北區,34.63,9,華夏,169.97,3,2,2,有,10800000,69598,34.19,有
安平區,1159,,,,,,,無,70000000,60397,,
北區,34.35,9,華夏,169.12,3,2,2,有,10700000,69295,34.19,有
北區,73.27,2,透天厝,90,3,2,2,無,6700000,74444,,無
中西區,198.36,,,,,,,無,13750000,69318,,
中西區,4.23,,,,,,,無,50000,11820,,
北區,119.7,2,透天厝,153.07,3,1,2,無,4800000,31358,,無
中西區,23.24,20,住宅大樓,211.6,3,2,2,有,18350000,94929,31.99,有
中西區,23.24,20,住宅大樓,209.96,3,2,2,有,18300000,94651,30.35,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,14610000,70831,29.25,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,16550000,80586,29.25,有
安平區,38.57,,,,,,,無,2720000,70521,,
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,16950000,80488,29.25,有
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,15060000,71253,29.25,有
安平區,6.37,13,住宅大樓,73.74,2,1,1,有,4000000,54245,,有
北區,16.2,15,住宅大樓,160.64,3,2,2,有,8000000,49800,12.94,有
北區,117.87,,,,,,,無,6733128,57126,,
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,15410000,73059,29.25,有
北區,35.63,,,,,,,無,2035596,57126,,
安平區,37.49,24,住宅大樓,312.67,4,2,3,有,22470000,77784,29.25,有
安平區,31.89,24,住宅大樓,262.19,4,2,2,有,18700000,74913,29.25,有
安平區,37.28,24,住宅大樓,307.84,4,2,3,有,20880000,73426,29.25,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,15070000,73270,29.25,有
安平區,26.26,24,住宅大樓,217.87,3,2,2,有,16880000,82335,29.25,有
北區,132.42,,,,,,,無,4169231,31486,,
安平區,26.89,24,住宅大樓,223.07,3,2,2,有,17130000,81417,29.25,有
中西區,14649.98,,,,,,,無,1183242540,80768,,
北區,3.2,12,住宅大樓,32.14,1,0,1,有,1210000,37649,,有
中西區,40.15,11,住宅大樓,369.13,4,2,3,有,24000000,65018,13.47,有
北區,7.21,24,住宅大樓,96.2,2,1,1,有,5000000,51977,,有
安平區,33.22,24,住宅大樓,382.95,3,2,3,有,27880000,75733,21.93,有
中西區,35.1,2,透天厝,64.28,1,0,2,無,7000000,108899,,無
中西區,64,2,透天厝,91.68,3,2,4,無,8700000,94895,,無
安平區,39.98,24,住宅大樓,458.42,3,2,4,有,36870000,81942,21.93,有
中西區,4.11,18,住宅大樓,43.51,1,1,1,有,2600000,59750,,有
安平區,5.12,21,住宅大樓,59.52,2,1,1,有,2800000,47045,,有
安平區,3.51,,,,,,,有,480000,21352,,
安平區,96.6,5,透天厝,285.42,5,2,5,無,19500000,68320,,無
安平區,11.58,14,住宅大樓,122.36,3,2,2,有,5580000,45603,,有
安平區,34.68,7,華夏,177.26,2,3,3,無,7300000,37797,,有
北區,528.93,,,,,,,無,11839569,22384,,
北區,429.76,,,,,,,無,9619747,22384,,
安平區,13.62,14,住宅大樓,93.39,3,2,1,有,5600000,59966,,有
安平區,3276,,,,,,,無,366670000,111926,,
北區,31.08,11,住宅大樓,140.62,3,2,2,有,7500000,53337,,有
北區,77.81,2,透天厝,109.92,4,2,2,無,5700000,51856,,無
中西區,19.63,7,華夏,113.34,3,2,2,有,3450000,30440,,有
北區,73.35,4,透天厝,179.37,3,2,4,無,10600000,59096,,無
安平區,26.05,24,住宅大樓,215.53,3,2,2,有,14360000,70034,26.91,有
中西區,12.36,,,,,,,無,1500000,121327,,
中西區,31.29,,透天厝,,3,0,1,無,4000000,45486,,
中西區,9.16,,,,,,,無,1500000,163696,,
中西區,40.79,14,住宅大樓,226.45,3,2,2,有,30000000,132477,28.1,有
北區,20.9,11,住宅大樓,106.98,2,2,2,有,7160000,66927,14.26,有
北區,52.45,9,華夏,216.44,4,2,3,有,5000000,23101,,有
安平區,34.25,24,住宅大樓,285.73,4,2,2,有,19210000,72917,26.91,有
中西區,28.1,14,住宅大樓,231.8,4,2,2,有,23000000,99225,,有
北區,69.86,4,透天厝,181.48,4,2,4,無,17500000,96429,,無
北區,26.7,14,住宅大樓,185.28,4,2,2,有,10500000,56671,,有
安平區,10.11,17,住宅大樓,139.06,4,2,2,有,5560000,39982,,有
